RAJ2000,DEJ2000,_2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
172.621203,48.639442,11302908+4838219,15.855,0.075,15.169,0.081,14.993,0.115,AAB,222,111,000,0,0
172.568611,48.639744,11301646+4838230,16.701,0.152,16.241,0.201,15.503,0.174,BDC,222,111,000,0,0
172.540846,48.64679,11300980+4838484,16.591,0.143,15.994,0.165,15.623,,BCU,220,110,000,0,0
172.663156,48.68317,11303915+4840594,16.462,0.131,15.823,0.142,15.103,0.124,BBB,222,111,000,0,0
172.660905,48.675045,11303861+4840301,16.894,0.181,16.101,0.183,15.57,0.184,CCC,222,111,000,0,0
172.650382,48.666172,11303609+4839582,16.977,0.21,16.451,0.266,15.988,0.262,CDD,222,111,000,0,0
172.65772,48.694252,11303785+4841393,15.551,0.062,14.882,0.066,14.802,0.102,AAA,222,111,000,0,0
172.447358,48.658798,11294736+4839316,15.62,0.061,14.927,0.071,14.822,0.097,AAA,222,111,000,0,0
172.457605,48.693726,11294982+4841374,15.89,0.078,15.191,0.09,14.922,0.106,AAA,222,111,000,0,0
172.390544,48.678867,11293373+4840439,15.829,0.079,15.1,0.076,15.065,0.122,AAB,222,111,000,0,0
172.404762,48.686142,11293714+4841101,15.896,0.077,15.38,0.101,15.307,0.141,AAB,222,111,000,0,0
172.402935,48.673069,11293670+4840230,14.671,0.034,14.319,0.048,14.284,0.061,AAA,222,111,000,0,0
172.491792,48.671082,11295803+4840158,16.465,0.135,15.837,0.144,15.18,0.139,BBB,222,111,000,0,0
172.532079,48.694504,11300769+4841402,14.239,0.028,13.558,0.03,13.4,0.034,AAA,222,111,000,0,0
172.55192,48.715538,11301246+4842559,16.281,0.11,15.667,0.131,15.555,0.186,BBC,222,111,000,0,0
172.586675,48.684547,11302080+4841043,15.662,0.066,15.156,0.081,14.911,0.107,AAA,222,111,000,0,0
172.586033,48.69923,11302064+4841572,14.932,0.037,14.594,0.052,14.394,0.07,AAA,222,111,000,0,0
172.59447,48.690491,11302267+4841257,14.146,0.028,13.531,0.025,13.297,0.035,AAA,222,111,000,0,0
172.614864,48.713985,11302756+4842503,15.831,0.08,15.346,0.099,14.887,0.105,AAA,222,111,000,0,0
172.621772,48.728519,11302922+4843426,15.953,0.085,15.647,0.141,15.645,0.191,ABC,222,111,000,0,0
172.643017,48.735306,11303432+4844071,15.225,0.047,14.7,0.057,14.397,0.07,AAA,222,111,000,0,0
172.63726,48.716446,11303294+4842592,16.44,0.128,15.814,0.137,15.504,0.171,BBC,222,111,000,0,0
172.640903,48.729122,11303381+4843448,15.381,0.052,14.785,0.054,14.5,0.074,AAA,222,111,000,0,0
172.595994,48.740437,11302303+4844255,14.137,0.029,13.484,0.027,13.306,0.036,AAA,222,111,000,0,0
172.5978,48.721046,11302347+4843157,14.717,0.034,14.234,0.044,14.169,0.06,AAA,222,111,000,0,0
172.617319,48.744019,11302815+4844384,14.156,0.028,13.689,0.032,13.607,0.04,AAA,222,111,000,0,0
172.502078,48.734703,11300049+4844049,15.256,0.049,14.743,0.063,14.399,0.067,AAA,222,111,000,0,0
172.539164,48.749413,11300939+4844578,16.505,0.132,15.811,0.148,15.27,0.149,BBB,222,111,000,0,0
172.594173,48.767262,11302260+4846021,13.123,0.022,12.685,0.024,12.564,0.025,AAA,222,111,000,0,0
172.624358,48.758846,11302984+4845318,15.307,0.066,14.559,0.089,14.476,0.085,AAA,222,222,ccc,0,0
172.625605,48.759327,11303014+4845335,15.294,0.05,14.705,0.072,14.335,0.067,AAA,222,222,ccc,0,0
172.57534,48.766407,11301808+4845590,14.713,0.036,14.221,0.04,14.15,0.057,AAA,222,111,000,0,0
172.436804,48.726921,11294483+4843369,15.648,0.065,14.993,0.068,15.137,0.128,AAB,222,111,000,0,0
172.425226,48.730194,11294205+4843486,16.453,,15.669,,15.388,0.151,UUB,2,1,000,0,0
172.382761,48.727211,11293186+4843379,16.264,0.1,15.668,0.124,15.899,0.242,ABD,222,111,000,0,0
172.402796,48.733898,11293667+4844020,14.795,0.038,14.445,0.055,14.322,0.063,AAA,222,111,000,0,0
172.446982,48.75457,11294727+4845164,12.295,0.022,11.988,0.019,11.92,0.022,AAA,222,111,000,0,0
172.281453,48.73608,11290754+4844098,9.303,0.039,8.779,0.03,8.697,0.018,AAA,122,111,000,0,0
172.304966,48.735504,11291319+4844078,16.676,0.146,16.059,0.186,15.404,0.162,BCC,222,111,000,0,0
172.38128,48.760994,11293150+4845395,13.215,0.023,12.609,0.022,12.31,0.022,AAA,222,111,000,0,0
172.395177,48.770336,11293484+4846132,16.341,0.119,15.839,0.161,15.121,,BCU,220,110,000,0,0
172.360535,48.753292,11292652+4845118,15.763,0.059,15.181,0.076,14.997,0.102,AAA,222,111,000,0,0
172.375768,48.775612,11293018+4846322,16.258,0.112,15.831,0.142,15.645,0.197,BBC,222,111,000,0,0
172.381064,48.787136,11293145+4847136,16.327,0.114,15.277,0.096,14.95,0.109,BAA,222,111,000,0,0
172.411961,48.781754,11293887+4846543,15.535,0.061,15.031,0.073,14.906,0.102,AAA,222,111,000,0,0
172.536362,48.76564,11300872+4845563,10.644,0.021,9.996,0.017,9.785,0.019,AAA,222,111,000,0,0
172.546577,48.778316,11301117+4846419,16.539,0.142,15.99,0.167,15.942,0.247,BCD,222,111,000,0,0
172.530195,48.785797,11300724+4847088,16.206,0.107,15.242,0.098,14.949,0.107,AAA,222,111,cc0,0,0
172.463109,48.759609,11295114+4845345,15.798,0.074,15.198,0.081,15.004,0.117,AAB,222,111,000,0,0
172.549079,48.798195,11301177+4847535,14.944,0.038,14.461,0.054,14.515,0.075,AAA,222,111,000,0,0
172.526197,48.806503,11300628+4848234,12.085,0.021,11.49,0.019,11.146,0.02,AAA,222,111,000,0,0
172.54558,48.809586,11301093+4848345,14.825,0.038,14.461,0.046,14.553,0.08,AAA,222,111,000,0,0
172.529686,48.788986,11300712+4847203,11.781,0.021,11.408,0.019,11.331,0.02,AAA,222,111,000,0,0
172.542055,48.803455,11301009+4848124,16.52,0.13,15.693,0.131,15.905,0.27,BBD,222,111,000,0,0
172.607619,48.819073,11302582+4849086,16.991,0.213,16.245,0.217,15.495,0.171,CDC,222,111,000,0,0
172.632568,48.862385,11303181+4851445,16.051,0.092,15.596,0.122,15.225,0.138,ABB,222,111,000,0,0
172.494038,48.808887,11295856+4848319,15.964,0.082,15.238,0.092,15.14,0.127,AAB,222,111,000,0,0
172.548417,48.829659,11301162+4849467,15.646,0.065,15.041,0.079,14.963,0.108,AAA,222,111,000,0,0
172.459683,48.815166,11295032+4848545,17.098,,15.889,0.162,15.318,0.159,UCC,22,11,000,0,0
172.477237,48.838444,11295453+4850183,14.183,0.028,13.567,0.03,13.22,0.031,AAA,222,111,000,0,0
172.532796,48.847454,11300787+4850508,15.165,0.048,14.579,0.06,14.447,0.076,AAA,222,111,000,0,0
172.503913,48.839863,11300093+4850235,16.705,0.162,16.104,,15.986,0.267,CUD,202,201,c00,0,0
172.518113,48.856125,11300434+4851220,12.704,0.022,12.37,0.022,12.264,0.023,AAA,222,111,000,0,0
172.582322,48.847572,11301975+4850512,15.908,0.079,15.478,0.116,14.986,0.107,ABB,222,111,000,0,0
172.554164,48.862446,11301299+4851448,16.544,0.155,15.851,0.163,15.374,0.161,BCC,222,111,000,0,0
172.59904,48.878014,11302376+4852408,16.097,0.099,15.623,0.123,15.459,0.164,ABC,222,111,000,0,0
172.628194,48.907631,11303076+4854274,13.704,0.025,13.019,0.021,12.884,0.027,AAA,222,111,000,0,0
172.774013,48.647038,11310576+4838493,16.698,0.151,16.072,0.182,15.718,0.207,BCC,222,111,000,0,0
172.763005,48.644192,11310312+4838390,16.654,0.154,17.941,,16.34,,BUU,200,100,000,0,0
172.769835,48.655331,11310476+4839191,16.026,0.081,15.74,0.136,15.1,0.12,ABB,222,222,ccc,0,0
172.771993,48.654736,11310527+4839170,15.633,0.062,15.179,0.08,15.309,0.143,AAB,222,222,ccc,0,0
172.831569,48.667316,11311957+4840023,13.71,0.023,13.275,0.024,13.149,0.03,AAA,222,111,000,0,0
172.861699,48.697296,11312680+4841502,14.808,0.039,14.325,0.042,14.268,0.059,AAA,222,111,000,0,0
172.832892,48.70192,11311989+4842069,16.455,0.13,15.938,0.17,15.61,0.2,BCC,222,111,000,0,0
172.957128,48.726814,11314971+4843365,12.965,0.024,12.373,0.034,12.109,0.019,AAA,222,111,000,0,0
172.940118,48.71986,11314562+4843114,15.686,0.08,15.297,0.1,14.662,0.096,AAA,222,111,000,0,0
172.888064,48.735104,11313313+4844063,15.473,0.06,15.12,0.089,15.014,0.115,AAB,222,111,000,0,0
172.999201,48.761127,11315980+4845400,15.96,0.085,15.339,0.088,15.109,0.128,AAB,222,111,000,0,0
173.013014,48.792011,11320312+4847312,17.192,0.191,16.154,0.19,15.681,0.211,CCC,222,111,000,0,0
172.737199,48.673923,11305692+4840261,13.47,0.023,13.231,0.024,13.121,0.027,AAA,222,111,000,0,0
172.807591,48.706039,11311382+4842217,16.244,0.117,15.431,0.108,15.299,0.143,BAB,222,111,000,0,0
172.819433,48.724243,11311666+4843272,16.723,0.182,15.865,0.156,15.336,0.16,CCC,222,111,000,0,0
172.792314,48.717625,11311015+4843034,16.426,0.155,15.395,,15.604,,BUU,200,100,s00,0,0
172.775592,48.720604,11310614+4843141,15.774,0.077,15.127,0.089,14.892,0.109,AAA,222,111,000,0,0
172.791461,48.728664,11310995+4843431,14.76,0.035,14.208,0.041,14.068,0.054,AAA,222,111,000,0,0
172.834332,48.740631,11312023+4844262,14.843,0.038,14.199,0.043,14.111,0.054,AAA,222,111,000,0,0
172.710606,48.703663,11305054+4842131,14.159,0.029,13.586,0.028,13.339,0.031,AAA,222,111,000,0,0
172.690449,48.687531,11304570+4841151,16.67,0.154,16.028,0.184,15.947,0.267,BCD,222,112,00c,0,0
172.70066,48.726852,11304815+4843366,16.147,0.093,15.686,0.135,15.227,0.146,ABB,222,111,000,0,0
172.705479,48.737431,11304931+4844147,12.487,0.022,12.17,0.021,12.1,0.022,AAA,222,111,000,0,0
172.739696,48.745106,11305752+4844423,16.875,0.194,16.134,0.202,15.888,0.249,CCD,222,111,000,0,0
172.80889,48.765831,11311413+4845569,16.353,0.138,15.256,,15.245,0.166,BUC,202,101,c00,0,0
172.78101,48.767246,11310744+4846020,16.126,0.111,15.325,0.115,15.107,0.122,BBB,222,111,c0c,0,0
172.792788,48.789551,11311026+4847223,4.939,0.018,4.254,0.2,4.407,0.018,ECA,131,111,000,0,0
172.870042,48.747398,11312881+4844506,15.89,0.085,15.349,0.096,15.05,0.117,AAB,222,111,000,0,0
172.937432,48.777283,11314498+4846382,16.003,0.064,15.598,0.128,15.485,0.167,ABC,222,111,000,0,0
172.952819,48.786358,11314867+4847108,11.447,0.024,11.126,0.03,11.081,0.018,AAA,222,111,000,0,0
172.955183,48.78754,11314924+4847151,16.208,0.108,15.654,0.218,15.549,0.191,ADC,222,111,ccc,0,0
172.899608,48.789089,11313590+4847207,15.824,0.114,15.459,,14.324,,BUU,200,200,c00,0,0
172.901595,48.78968,11313638+4847228,15.829,0.118,15.038,,14.508,,BUU,200,200,c00,0,0
172.878309,48.766251,11313079+4845585,13.276,0.023,12.888,0.024,12.853,0.025,AAA,222,111,000,0,0
172.913213,48.791508,11313917+4847294,16.657,0.113,16.108,0.182,16.253,,BCU,220,110,000,0,0
172.931444,48.799591,11314354+4847585,15.994,0.066,15.392,0.09,15.044,0.122,AAB,222,111,000,0,0
172.931618,48.805214,11314358+4848187,15.535,0.049,14.976,0.068,14.933,0.103,AAA,222,111,000,0,0
172.936919,48.790848,11314486+4847270,16.568,0.123,15.935,0.155,15.586,0.166,BBC,222,111,000,0,0
172.939813,48.805382,11314555+4848193,16.312,0.094,15.646,0.137,15.232,0.141,ABB,222,111,000,0,0
172.964309,48.7985,11315143+4847546,16.739,0.129,15.969,0.152,15.947,,BCU,220,110,000,0,0
172.984911,48.790874,11315637+4847271,15.877,0.09,15.409,0.121,14.65,0.099,ABA,222,111,000,0,0
172.995836,48.796989,11315900+4847491,17.149,0.184,16.709,0.339,15.674,0.205,CDC,222,111,000,0,0
173.008568,48.813152,11320205+4848473,16.278,0.109,15.58,0.127,14.724,0.1,ABA,222,111,ccc,0,0
173.05642,48.839474,11321354+4850221,16.041,0.118,15.193,0.127,14.354,0.098,BBA,222,111,000,0,0
173.018851,48.821785,11320452+4849184,7.176,0.024,6.649,0.026,6.531,0.021,AAA,111,111,000,0,0
172.974844,48.80957,11315396+4848344,14.389,0.031,13.814,0.04,13.581,0.03,AAA,222,111,000,0,0
172.970664,48.828251,11315295+4849417,16.354,0.252,15.594,0.262,14.03,,DDU,220,110,000,2,0
172.966538,48.825771,11315196+4849327,13.372,,12.481,,13.669,0.084,UUA,2,1,00c,2,0
172.968538,48.826691,11315244+4849360,13.555,,12.679,,13.837,0.109,UUB,2,1,00c,2,0
172.967327,48.826244,11315215+4849344,13.588,0.081,12.976,0.104,12.443,0.068,EEE,222,111,000,1,0
173.009335,48.850998,11320224+4851035,15.284,0.044,14.558,0.059,14.382,0.059,AAA,222,111,000,0,0
173.022866,48.851913,11320548+4851068,15.83,0.092,15.061,0.119,14.572,0.1,ABA,222,111,000,0,0
172.898935,48.813179,11313574+4848474,16.346,0.127,15.859,0.158,15.443,0.17,BCC,222,111,000,0,0
172.911874,48.821526,11313884+4849174,16.96,0.22,15.611,,15.193,,DUU,200,100,s00,0,0
172.916037,48.816933,11313984+4849009,16.88,0.138,16.205,0.205,16.014,0.257,BCD,222,111,000,0,0
172.954379,48.829201,11314905+4849451,17.273,0.204,16.099,0.167,16.083,0.277,CCD,222,111,000,0,0
172.937387,48.862911,11314497+4851464,16.309,0.091,15.988,0.179,15.588,0.18,ACC,222,111,000,0,0
172.957853,48.84621,11314988+4850463,16.357,0.091,15.582,0.118,15.378,0.164,ABC,222,111,000,0,0
173.038533,48.880669,11320924+4852504,16.533,0.111,16.266,0.206,15.77,0.204,BCC,222,111,000,0,0
173.045586,48.875824,11321094+4852329,16.522,0.106,16.04,0.167,15.63,0.193,ACC,222,111,000,0,0
173.013882,48.881035,11320333+4852517,14.317,0.026,13.976,0.043,13.923,0.046,AAA,222,111,000,0,0
173.021126,48.889244,11320507+4853212,16.384,0.125,15.918,0.155,15.139,0.124,BBB,222,111,000,0,0
173.011024,48.885883,11320264+4853091,16.701,0.138,15.778,0.138,15.07,0.135,BBB,222,111,000,0,0
173.107396,48.846329,11322577+4850467,14.856,0.051,14.225,0.064,13.97,0.063,AAA,222,111,000,0,0
173.105009,48.829731,11322520+4849470,17.243,0.252,16.05,0.224,15.519,0.195,DDC,222,111,000,0,0
173.12812,48.847584,11323074+4850513,14.804,0.039,14.27,0.049,14.236,0.074,AAA,222,111,000,0,0
173.094851,48.859634,11322276+4851346,10.66,0.022,10.38,0.028,10.29,0.024,AAA,222,111,000,0,0
173.141678,48.899738,11323400+4853590,16.384,0.108,15.74,0.16,15.681,0.231,ACD,222,111,000,0,0
173.158843,48.920059,11323812+4855122,16.41,0.133,15.911,0.168,15.511,0.183,BCC,222,111,000,0,0
173.054611,48.877903,11321310+4852404,14.09,0.027,13.467,0.032,13.203,0.029,AAA,222,111,000,0,0
173.06679,48.885246,11321602+4853068,16.962,0.17,15.395,,15.51,,CUU,200,100,000,0,0
173.102588,48.901249,11322462+4854044,14.323,0.034,13.922,0.045,13.573,0.043,AAA,222,111,000,0,0
173.126987,48.937023,11323047+4856132,12.261,0.024,12.082,0.032,12.008,0.028,AAA,222,111,000,0,0
173.141816,48.928692,11323403+4855432,16.768,0.172,16.123,,15.589,0.202,CUC,202,101,000,0,0
173.126601,48.96244,11323038+4857447,13.676,0.028,13.33,0.037,13.197,0.036,AAA,222,111,000,0,0
173.137874,48.951389,11323308+4857050,16.908,0.205,15.977,0.202,15.677,0.228,CCD,222,111,000,0,0
173.158434,48.947701,11323802+4856517,14.764,0.038,14.26,0.055,14.0,0.055,AAA,222,111,000,0,0
172.678946,48.734852,11304294+4844054,16.339,0.114,15.863,0.161,15.59,0.189,BCC,222,111,000,0,0
172.708024,48.747692,11304992+4844516,14.868,0.038,14.25,0.046,14.106,0.056,AAA,222,111,000,0,0
172.714831,48.755322,11305155+4845191,16.091,0.093,15.47,0.113,15.189,0.12,ABB,222,111,000,0,0
172.703824,48.76033,11304891+4845371,13.422,0.023,12.984,0.024,12.893,0.027,AAA,222,111,000,0,0
172.732515,48.775703,11305580+4846325,12.98,0.022,12.6,0.022,12.509,0.024,AAA,222,111,000,0,0
172.761738,48.78194,11310281+4846549,11.524,0.018,11.074,0.017,10.992,0.017,AAA,222,111,000,0,0
172.708571,48.798012,11305005+4847528,16.294,0.117,15.744,0.137,15.358,0.156,BBC,222,111,000,0,0
172.853581,48.828079,11312485+4849410,16.159,0.107,15.192,0.093,15.305,0.162,AAC,222,111,000,0,0
172.830769,48.825546,11311938+4849319,16.12,0.116,15.943,0.177,14.991,0.129,BCB,222,111,000,0,0
172.810827,48.833691,11311459+4850012,14.978,0.044,14.323,0.042,14.378,0.07,AAA,222,111,000,0,0
172.826847,48.858093,11311844+4851291,11.774,0.018,11.472,0.019,11.419,0.019,AAA,222,111,000,0,0
172.845617,48.871098,11312294+4852159,16.026,0.096,15.535,0.122,15.247,0.142,ABB,222,111,000,0,0
172.742527,48.829964,11305820+4849478,15.351,0.057,14.838,0.071,14.677,0.087,AAA,222,111,000,0,0
172.678026,48.821041,11304272+4849157,16.324,0.114,15.419,0.106,15.179,0.135,BAB,222,111,000,0,0
172.70449,48.826607,11304907+4849357,16.554,0.138,16.219,0.221,15.541,0.182,BDC,222,111,000,0,0
172.712848,48.848747,11305108+4850554,16.658,0.147,15.726,0.141,17.415,,BBU,220,110,000,0,0
172.765199,48.830681,11310364+4849504,16.56,0.151,16.05,0.183,15.82,,BCU,220,110,000,0,0
172.832738,48.91814,11311985+4855053,12.855,0.021,12.565,0.022,12.523,0.022,AAA,222,111,000,0,0
172.87063,48.841965,11312895+4850310,14.372,0.03,13.795,0.04,13.685,0.039,AAA,222,111,000,0,0
172.898608,48.859207,11313566+4851331,14.744,0.042,14.449,0.051,14.312,0.071,AAA,222,111,sss,0,0
172.893437,48.862595,11313442+4851453,15.807,0.088,14.987,0.094,14.661,0.092,AAA,222,111,000,0,0
172.909789,48.868462,11313834+4852064,11.868,0.018,11.525,0.019,11.501,0.019,AAA,222,111,000,0,0
172.902204,48.863506,11313652+4851486,16.883,0.185,15.079,,15.373,0.161,CUC,202,101,000,0,0
172.852032,48.864197,11312448+4851511,16.741,0.168,15.943,0.175,15.758,0.208,CCC,222,111,000,0,0
172.898225,48.875706,11313557+4852325,16.166,0.102,15.707,0.133,15.058,0.116,ABB,222,111,000,0,0
172.928716,48.907185,11314289+4854258,17.282,0.211,16.065,0.181,15.542,0.191,CCC,222,111,000,0,0
172.902151,48.881687,11313651+4852540,13.24,0.022,12.941,0.025,12.859,0.026,AAA,222,111,000,0,0
172.988103,48.916534,11315714+4854595,16.137,0.081,15.368,0.104,15.204,0.123,AAB,222,111,000,0,0
172.971475,48.893944,11315315+4853381,16.035,0.077,15.363,0.086,14.833,0.091,AAA,222,111,000,0,0
173.025594,48.918415,11320614+4855062,16.248,0.081,15.722,0.126,15.735,0.215,ABC,222,111,c00,0,0
173.03045,48.916416,11320730+4854590,12.285,0.029,11.806,0.038,11.586,0.024,AAA,222,111,000,0,0
172.994013,48.923218,11315856+4855235,15.98,0.077,15.35,0.109,15.307,0.14,ABB,222,111,000,0,0
172.945492,48.923084,11314691+4855231,16.197,0.102,15.481,0.124,14.941,0.106,ABA,222,111,000,0,0
172.847412,48.891788,11312337+4853304,16.639,0.156,15.879,0.158,15.707,0.221,CCD,222,111,000,0,0
172.870741,48.890301,11312897+4853250,9.191,0.018,8.644,0.015,8.538,0.015,AAA,222,111,000,0,0
172.914646,48.921307,11313951+4855167,15.745,0.067,15.198,0.137,14.717,0.09,ABA,222,111,000,0,0
